Fare amount;Wind Direction;Humidity;Wind Speed;Temperature;Pressure
5;30;68;1;270;1028
5;170;58;4;298;1013
9;50;78;1;270;1018
9;209;72;0;297;1002
14;60;28;4;293;1023
17;320;59;5;273;1016
23;316;69;4;261;1014
7;11;93;4;292;1018
23;124;90;2;301;1010
23;306;75;6;272;1028
15;284;43;2;260;1021
41;270;61;6;283;1002
9;330;17;11;286;1012
3;310;50;10;273;1013
5;253;45;4;302;1020
7;300;41;2;299;1016
5;337;79;3;271;1038
9;221;83;0;289;1017
13;300;61;5;281;1016
9;310;54;7;262;1029
18;170;72;8;293;1011
58;311;35;1;292;1028
12;244;80;3;265;1028
8;337;45;1;293;1016
6;222;61;2;302;1018
4;330;87;3;286;1012
9;290;39;8;271;1012
14;310;65;3;278;1004
9;280;47;4;294;1012
9;230;60;4;279;1017
8;310;40;8;291;1015
7;70;100;1;276;1014
6;280;35;2;268;1032
14;310;63;2;289;1013
10;296;48;0;284;1019
22;231;99;2;289;1017
8;156;70;1;291;1017
10;186;77;1;300;981
5;190;82;4;289;1014
21;250;44;1;292;1027
7;65;88;4;276;1013
8;240;36;3;288;1016
21;222;85;2;270;1018
13;60;64;2;274;1031
13;162;50;2;298;1014
9;300;44;11;286;1002
6;220;78;4;297;1014
16;251;93;1;290;1012
6;80;80;6;276;1015
6;166;56;2;301;1015
11;340;89;2;271;1050
5;180;81;5;279;1007
19;244;80;3;289;1015
7;230;87;4;287;1005
22;50;93;4;278;1019
9;182;97;9;285;1016
3;30;86;10;276;993
9;279;78;3;267;1010
17;90;40;6;282;1033
8;150;61;4;297;1021
25;54;45;2;285;1037
21;220;35;7;278;1025
24;318;75;4;266;1010
10;250;43;5;292;1002
10;10;86;3;275;1014
15;35;100;2;264;1028
17;220;49;5;267;1030
5;0;22;2;291;1028
31;50;87;6;278;1013
8;300;55;4;275;1015
10;28;70;1;268;1021
5;310;77;2;290;1016
10;0;100;0;280;1011
6;286;90;3;276;1032
13;40;55;3;290;1023
8;244;69;3;274;1024
6;0;39;1;289;1025
27;340;80;6;274;1019
11;1;65;0;298;1021
5;358;60;1;256;1025
7;217;57;2;301;1017
12;229;63;3;301;1025
30;90;74;7;276;1013
14;26;92;3;273;1015
6;310;55;6;275;1017
5;20;83;1;273;1020
11;193;82;1;258;1014
22;201;82;1;290;1013
19;224;91;2;294;1021
25;330;74;3;274;1026
30;321;80;2;269;1021
18;190;36;4;279;1025
5;295;71;0;302;1009
21;70;93;4;286;1020
9;260;68;1;282;1024
9;220;60;4;277;1030
10;200;50;4;271;1021
17;344;88;2;287;1012
14;285;67;1;298;1005
8;80;70;5;281;1017
38;265;98;2;291;1011
37;340;52;8;279;1019
8;20;68;4;287;1023
19;330;62;7;285;1002
15;244;65;3;273;995
11;57;89;1;292;1018
4;220;37;3;265;1030
19;270;67;3;288;1007
10;84;70;3;294;1021
18;224;76;1;251;1031
19;190;87;3;281;1019
32;294;35;1;278;1016
9;270;43;4;293;1014
21;256;80;5;271;1023
8;260;34;8;276;1017
11;20;79;2;267;1015
4;210;59;3;305;1019
12;355;77;1;292;1009
15;206;87;2;276;1041
4;0;93;0;273;1028
6;270;57;3;276;1021
21;310;49;4;281;1020
11;351;50;7;276;1032
4;30;70;6;281;1022
7;10;80;3;277;1024
7;250;28;3;264;1027
10;20;87;3;283;1020
25;83;90;0;291;1003
8;260;30;5;285;1008
18;50;75;6;279;1032
12;350;76;4;284;1007
25;120;88;3;290;1005
5;185;58;5;304;1011
10;300;35;6;260;1024
5;162;95;2;285;1015
9;240;51;5;269;1009
20;190;41;2;296;1009
13;250;64;6;275;1007
13;140;44;4;295;1022
12;20;93;4;276;1008
16;360;81;4;280;1016
9;220;50;1;271;1018
41;8;100;2;263;1037
5;332;65;3;290;1008
16;0;64;2;296;1019
6;208;92;2;286;1022
7;350;51;8;274;1023
15;205;87;1;291;1014
15;340;44;6;277;1019
6;350;73;1;294;1028
6;320;43;6;274;1013
13;190;78;1;297;1008
7;315;93;4;297;1010
11;331;97;4;273;1023
7;120;30;4;295;1016
7;302;58;1;254;1012
12;193;40;1;298;984
16;12;72;3;291;1037
8;150;64;3;295;1020
5;93;100;3;278;1050
7;210;60;7;293;1002
10;260;34;7;299;1015
14;20;64;4;273;1034
5;330;38;7;278;1028
6;140;56;4;281;1039
11;140;58;5;285;1025
15;340;93;1;289;1020
13;214;87;1;280;1023
18;244;75;3;282;989
11;270;49;3;296;1013
8;300;88;2;288;1017
9;319;100;2;268;1042
14;170;48;5;289;1014
6;340;36;6;262;1028
57;170;52;1;277;1011
9;147;63;1;300;1006
22;137;72;1;282;1016
20;226;59;6;278;1032
8;130;46;1;271;1020
17;274;48;3;300;1016
9;244;80;3;284;1022
5;310;88;3;291;1018
7;290;68;2;288;1018
7;220;69;3;278;1010
7;240;70;5;279;1002
15;230;42;7;272;1004
5;0;43;0;281;1036
5;300;57;7;266;1014
5;236;88;2;297;1020
33;95;80;1;271;1026
52;113;60;1;297;985
6;245;80;2;271;1027
7;60;83;2;291;1016
15;360;75;4;279;1018
8;216;98;2;275;1027
5;280;29;10;267;1017
6;290;38;2;268;1028
13;246;56;3;301;1009
5;270;43;5;283;1013
6;180;65;3;299;1014
20;190;82;4;289;1014
5;40;87;8;287;1018
7;309;70;2;261;1025
21;126;86;1;290;1006
9;167;91;3;287;1034
15;260;23;6;290;1003
10;220;58;2;267;1015
15;300;41;9;287;1003
20;10;76;4;282;1023
7;7;46;4;289;1015
15;303;71;6;281;1025
5;230;24;4;286;1021
6;255;86;1;274;1004
4;310;41;5;278;1011
19;280;38;4;296;1013
7;197;60;4;301;1020
11;196;51;3;301;1029
23;276;80;2;275;1012
5;70;56;2;296;1026
6;290;71;3;276;1007
9;270;44;6;286;1012
57;290;34;9;275;1012
12;141;86;6;286;1008
36;300;57;2;281;1011
28;310;36;11;281;1012
15;310;26;4;280;1026
19;225;63;1;297;1012
7;270;66;4;283;1011
10;160;18;4;290;1026
9;221;61;2;263;1023
57;216;97;3;280;1002
6;300;33;1;298;1017
6;69;82;2;292;1014
7;320;45;7;280;1032
15;330;74;3;274;1026
9;244;50;3;268;983
7;280;62;5;266;1012
35;330;56;3;292;1014
8;310;60;7;276;1015
8;279;62;7;267;1020
6;16;83;2;285;983
21;330;57;7;281;1013
5;86;80;0;292;1013
19;244;91;3;279;994
8;177;81;1;278;1017
15;40;88;3;294;1018
20;253;66;2;296;981
8;218;83;4;281;1013
16;162;33;3;286;1043
12;277;80;2;275;1026
9;250;82;1;284;1015
8;187;99;1;290;1014
11;22;100;1;283;1024
5;310;21;5;300;1013
6;270;32;6;300;1017
12;350;34;8;299;1014
13;300;45;9;280;1012
12;140;49;2;281;1027
4;209;54;0;296;1019
10;244;72;3;281;995
37;206;94;2;290;1022
8;244;80;3;277;1005
5;159;55;0;298;1011
13;40;68;6;289;1025
45;330;47;2;287;1015
20;46;65;2;284;1042
12;320;45;4;278;1028
8;50;62;3;286;1012
15;190;100;2;281;1016
6;310;81;11;279;1007
6;60;74;7;276;1003
20;340;44;7;266;1022
31;255;69;7;275;994
12;290;49;6;270;1021
6;210;51;4;275;1011
6;325;50;1;296;1011
10;160;99;0;287;1018
15;330;41;5;276;1028
5;227;58;0;305;1019
9;0;100;0;292;1020
7;200;96;1;286;1021
6;360;100;9;273;1010
12;50;87;3;293;1012
6;360;71;2;282;1022
8;32;97;2;269;1051
6;196;95;1;300;1014
7;10;55;2;273;1030
8;212;80;0;268;1028
14;339;80;1;274;1027
26;257;66;2;290;1026
5;40;49;5;294;1025
10;250;27;6;302;1015
7;180;67;7;290;1022
12;260;28;8;270;1007
19;298;31;2;272;1021
26;178;96;0;292;1008
8;80;41;1;290;1011
6;259;47;1;303;982
49;290;40;2;283;1019
13;40;75;6;280;1024
12;256;69;2;268;1022
8;50;75;4;280;1019
7;244;32;3;279;998
21;360;100;1;275;1015
10;340;48;2;276;1029
13;130;60;3;277;1021
36;325;54;12;284;1009
9;70;52;2;278;1024
9;226;80;2;281;1016
5;339;58;3;288;1036
7;300;32;5;261;1022
9;295;83;4;263;1032
12;24;61;0;299;1010
23;172;67;2;275;1022
8;0;48;0;265;1022
17;192;92;2;295;1005
7;260;49;4;269;1022
4;10;93;4;280;1007
11;220;80;2;286;1014
5;230;40;5;283;1014
16;240;74;3;274;1020
7;10;35;6;294;1021
10;40;83;6;299;1014
9;40;63;4;291;1020
8;244;43;3;275;1036
8;80;71;4;284;1022
13;53;88;1;291;1020
16;250;47;2;291;1021
7;254;61;3;286;1021
6;70;69;12;277;1013
13;273;50;4;257;1019
14;340;15;7;285;1015
6;330;75;5;280;1026
7;244;83;3;268;995
26;183;63;1;306;1019
12;358;64;2;287;988
12;263;89;3;299;1016
7;190;94;2;296;1015
10;0;62;0;282;1022
22;320;41;9;268;1022
8;254;80;2;271;1029
18;277;99;1;285;1015
9;359;61;1;296;1010
6;307;56;6;280;1029
10;218;68;2;289;1019
6;10;76;10;286;1011
16;117;49;1;299;1006
12;220;69;1;272;1023
14;343;68;1;290;1015
13;38;97;0;289;1021
12;190;47;3;270;1020
5;280;47;7;286;1009
9;180;88;9;289;1001
22;145;74;0;279;991
19;270;55;9;276;1002
12;200;61;2;281;1023
4;310;64;3;276;1013
6;300;36;7;289;1004
15;327;99;4;266;1040
7;280;46;7;294;1010
20;244;66;1;303;1002
10;270;50;6;270;1018
11;330;44;4;276;1011
18;280;77;1;267;1041
5;46;79;3;284;988
10;210;43;3;282;1018
10;311;62;2;278;1038
9;180;49;3;299;1023
8;60;57;5;299;1015
10;100;52;6;279;1023
15;350;55;2;273;1030
13;48;78;4;288;984
4;50;78;4;288;985
10;142;75;1;280;1017
10;60;93;4;282;1009
15;238;86;2;287;981
17;211;72;1;272;1037
8;310;19;6;300;1013
35;208;91;2;283;983
10;10;65;3;279;1014
9;210;94;2;296;1009
20;269;51;5;290;1012
21;101;96;2;292;1016
13;278;80;0;258;1033
35;310;48;7;276;1013
13;300;33;1;298;1017
23;310;40;4;276;1005
8;150;88;2;297;1014
6;46;77;3;284;988
10;30;65;3;275;1021
3;250;48;5;302;1009
8;272;97;6;282;998
10;150;54;5;288;1028
10;232;72;5;274;1038
7;50;87;4;287;1011
5;247;80;0;264;1026
26;244;80;3;284;1022
18;119;77;2;273;1026
8;20;57;6;266;1033
5;280;41;10;266;1013
5;260;87;3;280;1011
17;195;68;1;294;1020
43;244;71;3;268;1000
10;4;66;3;284;986
36;280;35;2;293;1015
12;260;52;4;292;1012
4;313;78;5;258;1023
9;40;60;4;295;1020
8;234;59;2;281;1028
12;170;94;1;295;1017
18;356;78;4;282;1034
52;194;74;1;285;1020
9;325;46;2;300;1029
16;81;67;2;272;1035
14;244;50;3;273;984
8;250;34;3;283;1021
8;350;48;5;277;1032
8;290;70;4;276;1025
17;70;93;4;274;1025
15;10;59;4;273;1037
6;206;64;3;304;1016
20;140;49;4;296;1015
4;150;68;3;293;1020
6;40;58;3;271;1042
10;0;52;0;289;1015
35;0;27;2;277;1025
4;50;94;2;293;1019
38;310;62;6;285;1019
6;266;50;0;307;1011
17;39;100;0;282;1028
4;82;99;1;271;1010
18;285;56;2;299;1025
6;129;59;2;293;1022
12;185;88;1;297;1014
15;240;41;3;287;1017
5;313;32;2;288;1003
3;192;65;1;250;1031
9;198;85;0;278;1014
17;149;58;2;297;1024
7;290;68;2;301;1036
25;250;43;5;264;1013
22;326;90;3;289;1015
17;280;42;8;291;1002
8;40;100;3;292;1018
5;225;55;1;265;1018
19;320;52;3;292;1019
13;286;97;2;288;1013
40;30;93;5;275;1023
23;293;96;2;295;1021
16;253;45;4;302;1020
100;170;87;3;285;1015
12;24;68;3;287;989
12;210;31;4;298;1008
6;48;79;4;288;983
7;130;63;4;291;1011
16;304;84;2;292;1026
24;270;44;6;286;1013
8;269;40;3;260;1021
17;180;93;2;277;1022
8;18;85;3;273;1016
11;270;93;3;279;1006
13;279;67;1;270;1035
5;280;42;8;292;1002
21;290;93;3;275;1027
8;17;97;2;289;1020
5;160;62;1;286;1022
7;250;33;5;303;1012
28;231;66;5;293;1015
15;160;72;3;290;1025
9;237;51;4;291;1024
5;320;39;6;272;1030
11;360;61;4;261;1033
11;244;80;3;279;1020
19;170;72;10;294;1007
23;210;43;11;305;1008
9;30;53;4;268;1041
13;223;58;5;286;1024
8;270;48;7;291;1009
7;240;53;3;268;1033
6;315;32;3;276;1024
12;0;71;1;284;1018
8;70;50;7;283;1031
6;170;65;2;295;1019
7;77;43;2;283;1045
5;290;96;3;274;1015
4;250;78;2;287;1020
9;260;87;4;278;1010
7;220;40;2;284;1021
7;0;73;0;270;1004
4;50;46;4;295;1013
10;140;72;2;289;1013
13;40;40;2;285;1022
24;170;38;6;288;1022
11;340;75;1;280;1012
21;260;47;4;296;1018
35;157;81;1;285;1019
8;50;93;5;279;1015
16;290;36;8;280;1010
8;0;83;2;296;1008
5;80;58;3;266;1031
11;267;52;6;289;1012
15;330;32;6;298;1014
19;117;65;0;305;1019
8;229;81;2;274;1018
19;150;77;3;292;1020
14;320;48;6;278;1016
7;337;75;3;270;1023
43;244;84;3;281;987
9;204;46;5;291;1001
5;193;44;3;300;1030
6;193;82;1;258;1014
11;260;62;9;282;999
9;270;87;2;279;1011
5;20;86;3;275;1033
9;55;39;3;272;1032
4;310;32;7;300;1012
52;280;54;2;282;1018
14;282;59;3;278;1007
9;170;83;4;296;1006
8;290;67;5;273;1014
14;190;48;5;303;1011
19;199;86;1;277;1010
6;252;74;1;279;1026
6;30;86;10;276;993
18;203;88;0;279;1019
9;280;52;6;279;1014
19;115;90;2;283;1024
8;40;78;4;295;1014
6;260;38;8;295;1009
10;77;61;1;301;1012
14;185;96;3;298;975
14;201;98;2;295;980
14;230;88;2;295;1013
13;91;98;2;288;1016
5;240;69;1;271;1031
7;290;42;5;271;1020
8;263;75;4;276;1036
35;0;37;3;286;1027
6;50;86;12;272;1003
8;79;45;1;300;1021
5;30;62;3;283;1023
10;50;86;2;275;1033
10;40;86;3;272;1031
14;220;58;2;284;1018
7;270;57;5;283;1002
21;297;89;4;274;1034
9;283;93;0;288;1012
6;320;26;5;273;1022
10;45;60;0;299;1009
8;285;61;1;297;1012
5;246;51;1;277;1022
4;240;87;2;281;1016
8;230;45;6;291;1004
8;20;41;2;298;1021
34;40;73;2;290;1027
10;320;46;8;284;1016
9;310;59;5;273;1016
6;320;39;4;269;1021
5;260;64;4;276;1029
13;30;99;4;276;1050
4;300;94;2;272;1025
10;280;53;4;284;1001
6;0;100;0;276;1007
37;10;68;3;268;1027
9;162;97;0;284;996
16;260;54;4;298;1010
9;315;47;0;266;1024
8;210;45;2;267;1024
6;170;54;9;286;1020
12;20;88;3;294;1022
21;160;79;3;291;980
14;60;48;4;280;1029
6;320;45;12;279;1020
6;40;44;5;287;1025
76;360;81;5;280;1000
8;250;54;1;271;1007
6;170;36;4;278;1016
49;346;37;3;290;1008
17;270;56;8;292;1000
11;220;83;3;295;1021
17;340;86;4;274;1016
15;160;63;3;290;1026
9;130;78;2;300;1018
25;220;34;6;284;1017
10;310;65;7;280;1011
18;244;80;3;258;1033
10;0;77;0;287;1019
23;341;43;1;309;1015
5;320;64;4;276;1014
8;239;96;0;288;1008
11;260;47;7;274;1007
7;100;49;2;294;1022
9;120;94;2;277;1034
14;127;73;1;291;1015
33;22;74;2;291;1025
44;200;56;3;279;1012
11;320;37;9;285;1013
6;190;56;3;277;1014
99;157;74;4;297;1014
3;253;93;0;290;1007
57;230;43;3;303;1014
4;10;86;3;275;1014
17;195;82;1;286;988
17;0;56;0;278;1020
6;50;58;2;286;1022
13;248;92;2;276;1030
6;50;93;5;277;1015
12;230;45;6;291;1004
8;346;59;3;284;1036
5;237;98;1;264;1052
7;170;36;8;283;1023
6;109;90;1;274;1051
12;179;50;3;287;1039
7;60;80;1;279;1022
7;261;45;2;276;1020
9;208;81;1;272;1042
8;319;73;2;262;1028
9;20;93;1;279;1017
13;226;82;2;267;1013
5;310;36;7;280;1018
7;290;62;4;285;1007
3;318;74;5;264;1016
5;20;68;4;270;1025
17;10;82;3;289;1015
7;300;22;6;279;1015
5;340;27;6;274;1023
15;247;56;4;289;1020
11;110;45;4;291;1031
5;260;33;8;294;1009
19;260;69;10;274;993
8;309;45;2;290;1017
9;253;48;2;281;1032
41;274;80;1;267;1021
9;98;88;1;293;1019
9;160;37;4;285;1027
8;351;77;2;273;1024
10;287;81;5;273;1013
5;273;69;1;254;1012
7;205;89;1;291;1019
13;330;93;2;278;1022
10;190;47;3;270;1020
11;320;46;10;270;1020
5;170;64;2;295;1013
7;140;94;3;297;1015
7;180;80;1;284;997
15;157;93;4;286;1027
39;53;89;1;292;1024
7;244;80;3;278;1007
18;50;87;8;278;1007
10;300;24;5;288;1019
32;318;55;2;276;1019
11;230;81;3;280;1005
8;180;76;5;287;1023
17;10;51;4;271;1022
9;280;34;6;273;1026
14;244;48;3;273;998
4;290;41;8;288;1003
27;40;64;5;295;1023
10;345;80;1;290;1009
17;210;82;2;292;1016
11;200;82;3;292;1014
8;180;60;3;293;1015
6;279;61;3;278;1006
6;54;51;2;285;1005
6;290;44;6;276;1027
12;140;67;3;289;1024
10;270;44;7;277;1013
16;0;27;2;290;1017
22;30;52;3;275;1029
52;303;48;3;289;1015
10;310;45;11;279;1008
4;217;57;2;301;1017
10;10;71;4;282;1024
12;69;98;3;274;1011
7;230;73;3;292;1022
4;282;59;3;278;1007
12;10;68;3;291;1014
15;244;47;3;280;1019
14;347;67;1;293;1016
10;171;71;2;265;1016
6;320;48;10;279;1011
6;44;80;1;277;1005
13;180;59;2;296;979
33;348;89;4;282;1026
5;230;72;3;262;1026
10;278;63;2;296;1027
6;218;60;1;287;1025
6;110;64;4;275;1027
11;270;33;3;294;1015
5;340;80;8;274;1018
6;250;49;2;267;1018
12;10;72;3;290;1024
4;310;41;9;286;1016
11;30;41;3;278;1023
7;168;57;3;297;1019
31;274;43;3;296;1012
13;110;63;1;299;1019
27;250;63;2;270;1008
18;50;54;3;284;1013
12;180;93;2;286;1014
10;234;59;2;305;1015
6;323;61;2;260;1015
15;30;64;10;275;1014
8;320;76;6;284;1016
18;250;75;4;278;1002
16;310;35;4;267;1029
9;267;65;5;301;1016
9;157;100;2;293;1002
9;270;34;1;264;1030
5;360;86;7;277;1023
9;0;52;0;262;1030
10;290;47;10;279;1011
10;330;61;6;287;1013
15;50;63;2;293;1022
7;251;88;1;292;1013
17;218;35;2;294;1025
13;124;58;3;300;1016
4;290;49;6;270;1016
7;20;87;3;279;1019
7;310;35;5;278;1013
10;250;35;4;287;1021
9;129;88;1;264;1005
11;220;48;4;289;1004
6;165;69;2;301;1011
14;30;62;5;284;1012
19;220;72;2;287;1015
5;165;100;2;284;1002
7;325;83;4;277;1045
10;180;93;4;286;1020
10;256;89;1;298;1017
7;160;93;5;292;1007
9;251;59;1;293;984
13;236;87;1;290;1020
13;180;95;2;289;1011
17;265;76;5;276;1013
9;0;93;3;285;1020
20;360;48;4;276;1034
14;236;83;1;292;984
13;254;69;5;298;1016
16;231;80;2;273;1023
6;103;89;0;290;1012
15;181;63;2;300;1015
20;337;75;0;303;1023
14;40;66;3;284;1013
46;300;42;4;280;1022
14;0;68;1;291;1021
9;39;96;2;274;1013
15;295;91;1;296;1009
13;330;32;7;269;1022
4;244;69;3;270;1000
6;220;35;4;294;1002
9;218;56;5;285;1026
9;168;82;1;290;1030
8;330;47;2;287;1015
7;240;66;5;282;1000
10;198;84;2;270;1022
26;51;93;0;273;1028
51;240;26;2;265;1027
41;244;67;3;283;977
14;198;39;1;295;1011
28;330;45;7;280;1020
14;340;64;5;273;1020
5;50;59;2;273;1032
16;11;93;4;292;1018
9;310;52;3;289;1015
6;30;75;3;279;1019
41;214;55;1;271;1020
9;140;37;1;282;1026
31;239;94;2;294;1017
12;50;39;3;281;1029
13;316;93;3;292;1007
6;244;69;3;270;1000
57;253;88;0;290;1008
9;337;45;1;293;1016
17;240;26;3;265;1027
25;40;93;5;290;1017
10;307;57;5;279;1030
8;30;58;2;287;989
7;150;51;6;299;1014
35;270;51;2;272;1014
15;180;54;5;289;1024
8;244;50;3;273;984
8;40;59;3;275;1023
17;341;58;0;293;1009
9;275;70;4;290;1015
15;0;71;2;284;1018
11;20;100;8;273;993
5;8;69;4;294;1025
6;315;27;3;277;1022
28;220;82;3;292;1016
18;338;30;3;278;1023
24;0;42;2;276;1028
5;330;36;7;280;1015
19;260;35;8;287;1010
7;280;60;3;272;1027
25;157;80;1;285;1019
8;0;44;0;266;1029
9;50;42;2;277;1028
7;149;97;1;278;1031
9;230;69;2;277;1002
11;243;42;1;292;1026
7;360;45;1;299;1016
9;289;80;2;277;1012
8;244;41;3;268;991
9;227;72;3;267;1016
5;20;93;1;276;1012
21;170;50;5;288;1025
10;70;77;2;287;1019
8;267;91;3;265;1007
4;300;52;7;278;1005
6;110;25;3;292;1017
15;340;43;8;274;1025
10;25;64;3;279;1013
16;10;88;1;296;1011
16;280;42;2;299;1018
16;195;97;1;295;1007
8;298;61;2;289;981
6;210;87;2;282;1014
8;160;73;3;292;979
6;160;93;4;291;1005
29;194;93;1;284;1019
8;320;42;6;270;1021
4;226;85;1;290;984
4;260;21;8;283;1022
12;244;94;3;276;979
43;310;40;11;272;1013
22;110;64;5;298;1015
6;300;40;12;273;1016
7;100;49;4;293;1015
20;110;81;8;281;1006
6;244;53;3;287;981
6;310;44;9;277;1008
12;28;81;3;266;1018
9;320;40;5;291;1008
12;140;67;4;288;1025
57;295;20;2;299;1013
11;249;62;1;279;1021
20;160;64;4;298;1020
7;320;45;12;281;1017
20;20;68;3;272;1035
6;290;60;6;274;1019
12;304;72;1;302;1010
10;90;60;7;277;1020
7;170;62;3;284;1029
16;316;48;1;309;1011
46;317;97;3;288;1012
10;320;41;4;279;1024
10;160;71;5;285;1024
10;60;74;3;271;1026
10;120;57;2;295;1017
14;290;38;1;282;1006
11;207;78;4;279;1022
6;160;83;6;293;1011
20;165;47;2;294;1031
16;156;97;3;292;1024
8;209;62;2;272;1015
11;180;71;6;285;1017
21;290;80;5;274;1002
8;244;75;3;281;993
8;214;81;1;293;1015
6;240;89;2;279;1027
29;205;69;2;277;1038
22;290;53;10;283;1013
20;10;71;1;284;1013
8;304;60;2;286;1009
9;180;93;2;286;1002
23;277;65;10;277;1016
9;263;53;1;267;1033
5;193;74;1;291;1025
15;180;83;4;297;1016
8;290;71;3;276;1007
11;40;93;6;282;1019
35;160;81;3;293;1025
15;270;33;10;287;1010
6;170;49;5;293;1016
10;0;88;2;298;1015
6;60;93;3;285;1014
6;360;53;3;297;1019
12;210;39;1;275;1023
21;190;69;4;297;1013
9;70;63;4;289;1025
6;110;64;5;298;1015
6;47;77;4;290;983
18;238;78;0;296;1018
7;102;89;2;273;1022
4;250;56;8;294;1008
9;99;96;1;286;1018
10;270;47;7;275;1015
9;179;80;1;291;1026
52;250;77;3;291;1012
33;101;97;2;287;1017
7;314;72;2;278;1032
6;1;73;2;289;1028
12;94;67;1;276;1030
8;334;74;1;258;1025
4;230;73;1;294;1020
6;300;49;7;269;1016
34;24;77;2;284;1031
8;60;80;4;278;1026
5;160;64;5;295;1021
20;100;55;3;289;1024
11;180;72;5;290;1021
52;353;49;2;297;1013
26;0;65;2;278;1013
37;320;66;10;283;1010
4;50;81;3;284;1024
8;280;41;6;286;1014
14;156;65;1;301;1018
5;190;81;1;280;1009
11;202;80;2;276;1026
7;244;49;3;283;976
8;191;69;4;274;1033
16;246;91;2;272;1008
14;250;80;3;274;1013
5;280;26;11;272;1012
22;310;50;10;277;1022
7;215;52;6;276;1007
8;250;69;3;276;1020
25;308;91;6;280;1020
57;220;70;3;279;1013
15;160;41;5;287;1018
41;250;56;2;294;1015
13;190;62;2;302;1013
8;175;81;5;279;1008
24;297;64;3;305;1006
8;261;56;6;288;1012
12;340;13;12;288;1012
24;240;45;3;277;1023
16;207;62;1;284;1021
7;300;86;0;293;979
5;314;60;1;307;1020
5;270;68;4;268;1025
6;360;20;4;290;1029
9;226;94;3;276;1025
8;340;86;4;274;1013
5;78;86;3;285;1036
5;260;95;1;279;1033
21;27;90;3;272;1017
12;249;40;2;288;1027
11;230;65;4;300;1007
7;240;45;7;278;1025
12;212;51;3;274;1018
5;276;98;3;294;1003
5;248;80;4;300;1009
6;290;49;6;270;1016
10;132;85;2;284;1048
8;270;23;10;290;1008
8;150;93;3;286;1026
10;0;39;2;298;1014
5;280;74;5;270;1029
6;320;76;6;284;1016
35;303;59;1;291;1015
6;270;55;1;274;1019
9;300;58;2;289;1022
8;309;70;2;261;1025
9;196;51;3;301;1029
15;140;77;4;290;1015
14;152;27;1;303;1025
7;310;34;11;281;1013
25;114;84;2;268;1019
21;284;71;1;292;1007
20;140;51;4;300;1021
7;300;57;7;281;1005
11;280;84;2;267;1011
7;330;62;1;281;1024
12;20;93;3;274;1023
11;287;81;5;273;1013
10;325;72;3;263;1015
34;300;63;5;277;1023
13;343;80;4;293;969
10;124;56;1;300;1006
6;187;77;4;302;1013
9;55;98;1;291;1015
57;232;65;3;298;1011
8;310;50;8;285;1016
15;340;61;2;279;1020
12;10;87;3;286;1023
7;272;48;1;300;982
5;290;27;3;282;1008
4;244;46;3;277;978
10;235;97;1;266;1051
6;350;66;3;284;1024
6;191;88;2;296;1009
11;204;93;3;286;1014
9;303;61;1;299;1008
13;215;80;2;274;1023
13;40;76;2;283;1025
20;20;80;3;275;1033
13;270;55;9;277;1001
9;261;78;2;266;1013
20;360;51;2;274;1026
5;260;46;5;290;1013
8;90;70;1;290;1013
37;90;77;5;290;1018
5;202;89;1;266;1008
15;203;57;2;298;1003
7;360;50;6;270;1024
8;273;89;1;292;1019
9;50;64;3;298;1016
5;359;80;3;265;1005
5;350;61;4;262;1035
14;244;81;3;284;982
6;162;95;2;285;1015
8;280;29;7;281;1015
11;205;48;1;300;1011
17;173;93;1;288;1018
5;290;75;6;279;1011
12;186;96;4;294;981
9;280;84;2;267;1011
5;40;69;5;275;1035
7;219;80;1;269;1021
8;319;66;5;266;1017
9;254;80;2;267;1027
7;192;65;1;250;1031
21;350;82;5;288;1021
4;130;66;1;281;1028
18;360;100;6;274;1014
9;360;93;8;274;1010
57;280;47;3;276;1024
7;211;74;1;268;1029
6;187;39;2;294;1017
7;17;44;3;284;1034
10;320;47;6;295;1019
6;231;100;1;267;1040
5;211;80;1;288;1019
24;293;54;2;290;1011
10;290;98;2;291;1011
19;244;45;3;269;986
9;246;40;3;297;1026
8;251;80;6;272;1006
6;247;87;2;278;1021
11;320;44;6;266;1023
3;40;100;5;293;1014
6;200;68;5;291;1016
7;230;60;3;277;1002
10;224;61;1;296;1019
20;339;100;2;267;1042
5;182;62;5;296;1028
14;12;81;2;299;1022
32;270;45;1;295;1009
13;100;49;2;294;1022
5;0;93;0;273;1018
6;30;53;4;268;1041
28;300;69;2;275;1016
3;200;73;4;296;1020
9;315;56;4;259;1019
10;210;69;1;277;1025
4;55;84;2;287;1035
16;60;74;7;276;1003
8;270;60;8;276;1016
13;196;62;5;301;1019
8;260;48;5;276;1012
7;278;91;1;287;1015
6;328;80;3;270;1038
8;310;54;11;271;1020
15;90;100;6;280;1040
9;321;87;4;275;1042
5;100;66;3;282;1023
14;140;64;4;296;1024
10;120;65;3;298;1017
6;38;70;2;268;1034
8;210;93;3;280;1015
7;210;94;2;296;1009
8;85;77;2;270;1031
12;217;80;2;275;1016
17;300;64;4;275;1019
10;299;35;3;275;1017
5;318;71;5;262;1001
8;40;58;3;271;1042
7;310;48;12;265;1002
30;270;81;5;283;1004
16;300;53;9;284;1003
5;288;48;1;297;1016
6;50;64;8;276;1002
6;0;87;0;287;1023
6;211;60;2;270;1034
10;203;84;1;266;1031
14;0;40;1;285;1012
8;160;31;5;291;1022
